commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
83361,83359,"feat(scripts): remove `venv/bin/`

Commit `d936262e` switched the `test` script to use `cz` instead of
`commitizen`, but forgot the prefix to the command is
`poetry run python -m`, which looks for a python module.

`cz` is not a module: it is an entry point script (specified in the
`pyproject.toml` table `[tool.poetry.scripts]`).

Switching `$PREFIX` to `venv/bin/` creates two problems:

  - The subdirectory `venv` creates differs depending on OS. On
    Linux/MacOS, the subdirectory containing copies/symlinks to
	Python binaries is `bin`, but on Windows it is `Scripts`.
	Similiarly, the `site-packages` directory on Linux/MacOS is
    `lib/pythonX.Y/site-packages`, but on Windows it is
	`Lib\site-packages`.
	See: https://docs.python.org/3/library/venv.html#module-venv

  - Since `commitizen` isn't the entry-point script, but rather
    `cz`, the command `venv/bin/commitizen` will fail on
	Linux/MacOS and Windows.

Poetry will check to see if it is currently running inside a
virtual environment, and if it is, it will use it directly
without creating a new one. If it isn't, it will use one that
it has already created or create a brand new one for you.

See: https://python-poetry.org/docs/managing-environments/

A better solution than switching the prefix would be to activate
the virtual environment. However, users can create virtual
environments with any name they choose (`venv/`, `.venv/`, or
otherwise). In addition, they can specify whether or not `poetry`
should create a virtual environment in the project folder
`virtualenvs.in-project`), or at all (`virtualenvs.create`).

Since switching to `venv/bin` only affects developers running
scripts locally (the GitHub Actions CI scripts run `poetry install`
and let it manage the virtual environment), it's best to
remove changing the `$PREFIX` and instead add instructions to
`README`/`CONTRIBUTING`/etc. to tell users to configure `poetry`
and activate their virtual environment appropriately if running
these scripts locally.",feat,scripts,False,feature_work
84151,84149,feat(commit): added a --allow-empty flag to commit command,feat,commit,False,feature_work
85477,85475,"fix(bump): Support regexes containing colons

The version_files feature uses a colon to delimit filenames from a regex
to use to find the version. Make version_files slightly more robust by
splitting on the first colon rather than all colons, thereby permitting
the regex to contain a colon. Maintain the pre-existing assumption that
the filename doesn't contain a colon, as this is rare and would likely
cause many other problems.",fix,bump,False,bug_fixes
87211,87209,"refactor(git): test the git log parser behaves properly when the repository has no commits

We should expect an exception raised or an empty list (no matter what version of git was used).",refactor,git,False,tech_debt
87830,87828,"debug for macos github actions, to be reverted",other,,False,other
87838,87836,use same mail and name as signer info to fix macos,other,,False,other
88935,88933,"feat(bump): let it respect pre-commit reformats when bumping

Fix https://github.com/commitizen-tools/commitizen/issues/502.

Just add `--retry` to `cz bump` and it will attempt to commit twice if the 1st commit fails. Useful if your 1st commit runs a formatter that can for example change the contents of CHANGELOG.md.",feat,bump,False,feature_work
90483,90481,style: format code,style,,False,tech_debt
109586,109584,test: return check for black and isort,test,,False,tech_debt
110428,110426,"fix(commands/changelog): remove --skip-merge argument

by default, unrelated commits are ignored",fix,commands/changelog,False,bug_fixes
110564,110562,ci(pyproject.toml): add configuration for coverage,ci,pyproject.toml,False,tech_debt
111209,111207,"feat(cz/conventinal_commits): add changelog_map, changelog_pattern and implement process_commit",feat,cz/conventinal_commits,False,feature_work
111225,111223,"feat(changelog): generate changelog based on git log

it will over write the existing file",feat,changelog,False,feature_work
111581,111579,refactor(test/commands/other): replace unit test style mock with mocker fixture,refactor,test/commands/other,False,tech_debt
111748,111746,style(config): remove unused variables,style,config,False,tech_debt
112186,112184,refactor(pre-commit-hooks): add metadata for the check hook,refactor,pre-commit-hooks,False,tech_debt
112627,112625,"feat(commands/init): Implment init command

set tag and tag_format",feat,commands/init,False,feature_work
112691,112689,fix(commands/init): fix init command broken due to newly refactored config,fix,commands/init,False,bug_fixes
113811,113809,fix: commit dry-run doesnt require staging to be clean,fix,,False,bug_fixes
114945,114943,"test(commands/commit): add test case for customize exception raised

#46",test,commands/commit,False,tech_debt
115014,115012,feat(git): add is_staging_clean to check if there is any file in git staging,feat,git,False,feature_work
115172,115170,Merge branch 'master' into make-command-required,other,,False,other
115976,115974,"chore(deps-dev): update mypy requirement from ^0.701 to ^0.710

Updates the requirements on [mypy](https://github.com/python/mypy) to permit the latest version.
- [Release notes](https://github.com/python/mypy/releases)
- [Commits](https://github.com/python/mypy/compare/v0.701...v0.710)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>",chore,deps-dev,False,tech_debt
116407,116405,feat: custom cz plugins now support bumping version,feat,,False,feature_work
116602,116600,feat: support for pyproject.toml,feat,,False,feature_work
116626,116624,feat: update given files with new version,feat,,False,feature_work
65752,65750,"build(deps-dev): bump mkdocs-material from 9.4.2 to 9.4.3

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.4.2 to 9.4.3.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.4.2...9.4.3)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
66424,66422,feat: Drop support for Python 3.7,feat,,False,feature_work
67387,67385,"build(deps-dev): bump pytest from 7.4.0 to 7.4.1

Bumps [pytest](https://github.com/pytest-dev/pytest) from 7.4.0 to 7.4.1.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/7.4.0...7.4.1)

---
updated-dependencies:
- dependency-name: pytest
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
67804,67802,"chore: removed chdir from tests/providers/test_base_provider.py

Co-authored-by: Wei Lee <weilee.rx@gmail.com>",chore,,False,tech_debt
67901,67899,refactor(provider): import all providers to providers/__init__.py to preserve plugin config,refactor,provider,False,tech_debt
67909,67907,"chore: removed chdir from tests/providers/test_base_provider.py

Co-authored-by: Wei Lee <weilee.rx@gmail.com>",chore,,False,tech_debt
67917,67915,refactor: revert unintentionally reformatting,refactor,,False,tech_debt
67941,67939,Merge branch 'chore/provider-refactor' of github.com:davidlday/commitizen into chore/provider-refactor,other,,False,other
70057,70055,fix: properly bump versions between prereleases,fix,,False,bug_fixes
70356,70354,"build(deps-dev): bump types-pyyaml from 5.4.12 to 6.0.12.11

Bumps [types-pyyaml](https://github.com/python/typeshed) from 5.4.12 to 6.0.12.11.
- [Commits](https://github.com/python/typeshed/commits)

---
updated-dependencies:
- dependency-name: types-pyyaml
  dependency-type: direct:development
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
70541,70539,"build(deps-dev): bump mkdocs-material from 9.1.18 to 9.1.19

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.1.18 to 9.1.19.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.1.18...9.1.19)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
71718,71716,"build(deps-dev): bump ruff from 0.0.262 to 0.0.275

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.262 to 0.0.275.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/BREAKING_CHANGES.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.262...v0.0.275)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
72149,72147,feat: add support for cargo workspaces,feat,,False,feature_work
72603,72601,style(commands/changelog): remove unnecessary if not block,style,commands/changelog,False,tech_debt
73231,73229,docs: improve github action tutorial,docs,,False,docs
73944,73942,ci(dependabot): add prefix-development,ci,dependabot,False,tech_debt
74198,74196,"build(poetry)(deps-dev): bump mypy from 0.931 to 1.2.0

Bumps [mypy](https://github.com/python/mypy) from 0.931 to 1.2.0.
- [Release notes](https://github.com/python/mypy/releases)
- [Commits](https://github.com/python/mypy/compare/v0.931...v1.2.0)

---
updated-dependencies:
- dependency-name: mypy
  dependency-type: direct:development
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
74292,74290,test(warnings): switch from the unmaintained `pytest-freezegun` to `pytest-freezer` removing warnings,test,warnings,False,tech_debt
74324,74322,test(tests): format code,test,tests,False,tech_debt
74540,74538,docs: add new section getting started,docs,,False,docs
74879,74877,docs(config): make settings shareable,docs,config,False,docs
75096,75094,"build(poetry)(deps-dev): bump pydocstyle from 5.1.1 to 6.3.0

Bumps [pydocstyle](https://github.com/PyCQA/pydocstyle) from 5.1.1 to 6.3.0.
- [Release notes](https://github.com/PyCQA/pydocstyle/releases)
- [Changelog](https://github.com/PyCQA/pydocstyle/blob/master/docs/release_notes.rst)
- [Commits](https://github.com/PyCQA/pydocstyle/compare/5.1.1...6.3.0)

---
updated-dependencies:
- dependency-name: pydocstyle
  dependency-type: direct:development
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
75358,75356,feat(changelog): add merge_prereleases flag,feat,changelog,False,feature_work
75835,75833,ci: update codecov to newest version,ci,,False,tech_debt
76348,76346,build(poetry): bump `pytest-regressions` dev dependency,build,poetry,False,tech_debt
76420,76418,build(poetry): bump `mkdocs-material` dev dependency,build,poetry,False,tech_debt
76820,76818,build(poetry): drop `typing-extensions` dependency for Python >= 3.8,build,poetry,False,tech_debt
78910,78908,feat(providers): add a `commitizen.provider` endpoint for alternative versions providers,feat,providers,False,feature_work
80592,80590,build(dev): update and fixes some dependencies,build,dev,False,tech_debt
80988,80986,fix(commitizen-git): add quotes for tag message,fix,commitizen-git,False,bug_fixes
80996,80994,feat(git): add get tag message function,feat,git,False,feature_work
81578,81576,"refactor(defaults.py): use variables in `DEFAULT_SETTINGS`

Map `""encoding""` and `""name""` to `encoding` and `name` variables, respectively (removes hard-coding of values).",refactor,defaults.py,False,tech_debt
82402,82400,"test(argcomplete): fix command

`py -m` was added to command in `test_argcomplete_activation` during
experimentation and was forgotten to be removed.",test,argcomplete,False,tech_debt
82490,82488,bump: version 2.37.0 → 2.37.1,bump,,False,tech_debt
83306,83304,"test(commit): use double-quotes

On Windows, `Popen` with `shell=True` reads the `COMSPEC` environment
variable to determine the shell to run, which defaults to Command
Prompt (see
https://docs.python.org/3/library/subprocess.html#subprocess.run).
For backwards-compatibility for older OS utility scripts, `COMSPEC`
should not be changed on Windows.

Command Prompt requires double-quotes instead of single-quotes. See

  - https://stackoverflow.com/questions/25534995/escape-double-quotes-in-git-config-from-cmd)
  - https://docs.python.org/3/library/subprocess.html#converting-an-argument-sequence-to-a-string-on-windows

Note that although the commitizen shell `scripts` shebangs have
been changed to a portable variety (i.e. `#!/usr/bin/env sh`),
which runs Git Bash on Windows when Git is installed (i.e.
the `sh.exe` executable that ships with Git for Windows),
`subprocess.Popen()` opens a child process from the active
running shell (i.e. via `CreateProcess()`). Hence, it will
still read `COMSPEC` and run a Command Prompt shell.",test,commit,False,tech_debt
